timestamp,word,row,col,duration_ms,vel_mean,reversals,zero_crossings,difficulty,is_regression,wpm,path_efficiency
1787510980.509,Switch,2,5,1030.9,0.000,0,0,0.000,0,1.0,1.000
1787510984.123,Switch,2,5,1031.9,0.000,0,0,0.000,1,2.0,1.000
1787510986.705,Alligator,0,5,1032.7,0.000,0,0,0.000,0,3.0,1.000
1787510989.289,Alligator,0,6,2065.1,2.905,0,0,1.488,1,4.0,1.000
1787510992.903,Ant,0,0,3614.0,0.553,0,0,0.713,0,5.0,1.000
1787510997.030,Moon,4,4,1030.5,0.000,0,0,0.000,0,6.0,1.000
1787510998.066,Socks,0,2,5161.6,0.581,0,0,0.735,0,7.0,1.000
1787511000.135,Alligator,0,5,2069.0,0.000,0,0,0.000,1,8.0,1.000
1787511000.136,Alligator,0,6,1038.2,0.000,0,0,0.000,1,9.0,1.000
1787511005.811,Alligator,0,6,512.5,1.951,0,0,1.322,1,10.0,1.000
1787511008.390,Pen,1,6,2578.9,0.000,0,0,0.000,0,11.0,1.000
1787511009.939,Ant,0,1,1028.9,0.000,0,0,0.000,1,12.0,1.000
1787511013.036,Pen,1,6,516.0,11.628,0,0,3.342,1,13.0,1.000
1787511013.553,Pen,1,5,1032.8,0.000,0,0,0.000,1,14.0,1.000
1787511016.648,Snail,1,0,3612.5,0.554,0,0,0.713,0,15.0,1.000
1787511021.807,Turtle,1,2,5158.5,0.582,0,0,0.735,0,16.0,1.000
1787511023.873,Pen,1,5,2066.6,0.000,0,0,0.000,1,17.0,1.000
1787511025.935,Switch,2,5,1030.8,0.000,0,0,0.000,1,18.0,1.000
1787511030.583,Elephant,3,6,517.4,1.933,0,0,1.318,0,19.0,1.000
1787511031.100,Switch,2,2,1033.9,0.000,0,0,1.500,1,20.0,1.000
1787511032.653,Knot,2,6,2069.5,2.899,0,0,1.487,0,21.0,1.000
1787511036.267,Fifth,2,0,3613.6,0.553,0,0,0.713,0,22.0,1.000
1787511043.492,Switch,2,2,7225.3,0.415,0,0,0.587,1,22.0,1.000
1787511045.041,Elephant,3,5,1031.6,0.000,0,0,0.000,1,22.0,1.000
1787511046.593,Elephant,3,6,2583.2,2.323,0,0,1.398,1,22.0,1.000
1787511047.622,Cow,3,0,1029.4,0.000,0,0,0.000,0,23.0,1.000
1787511048.140,Mango,5,1,517.7,0.000,0,0,0.000,0,24.0,1.000
1787511050.209,Cow,3,1,2068.3,0.483,0,0,2.152,1,24.0,1.000
1787511053.305,Egg,3,2,3095.3,0.646,0,0,0.785,0,24.0,1.000
1787511056.922,Elephant,3,4,3616.6,0.277,0,0,0.433,1,25.0,1.000
1787511061.572,House,4,6,2582.3,2.323,0,0,1.398,0,22.0,1.000
1787511064.694,Hen,4,0,3122.2,0.641,0,0,0.781,0,23.0,1.000
1787511068.302,Fog,6,4,1036.6,0.000,0,0,0.000,0,22.0,1.000
1787511068.805,Moon,4,2,4110.9,0.730,0,0,0.844,0,23.0,1.000
1787511070.887,House,4,5,2082.0,0.000,0,0,0.000,1,23.0,1.000
1787511073.474,Scissors,5,6,1552.1,3.866,0,0,1.589,0,22.0,1.000
1787511077.066,Mango,5,0,3592.0,0.835,0,0,0.910,1,22.0,1.000
1787511079.647,Mat,5,3,2581.2,0.775,0,0,0.873,0,23.0,1.000
1787511080.163,Mango,5,2,1027.9,0.000,0,0,1.500,1,24.0,1.000
1787511081.713,Scissors,5,5,2065.9,0.000,0,0,0.000,1,24.0,1.000
1787511082.748,Frog,6,5,516.5,0.000,0,0,0.000,0,25.0,1.000
1787511083.264,Switch,2,5,516.0,0.000,0,0,0.000,1,25.0,1.000
1787511084.809,Frog,6,6,1545.7,3.882,0,0,3.090,1,26.0,1.000
1787511086.873,Ant,0,0,1032.0,0.000,0,0,0.000,1,26.0,1.000
1787511088.422,Ant,0,1,1031.8,0.000,0,0,0.000,1,27.0,1.000
1787511088.937,Grape,6,0,4127.7,0.727,0,0,0.842,0,28.0,1.000
1787511091.520,Fog,6,3,2582.2,0.775,0,0,0.873,1,27.0,1.000
1787511093.070,Frog,6,5,1549.8,0.000,0,0,0.000,1,27.0,1.000
1787511093.070,Frog,6,6,1034.8,0.000,0,0,0.000,1,28.0,1.000
