timestamp,word,row,col,duration_ms,vel_mean,reversals,zero_crossings,difficulty,is_regression,wpm,path_efficiency
1786986769.257,Alligator,0,6,1542.4,0.000,0,0,0.000,0,1.0,1.000
1786986773.380,Ant,0,0,3604.6,0.277,0,0,0.434,0,2.0,1.000
1786986775.438,Alligator,0,5,1028.1,0.000,0,0,1.500,1,3.0,1.000
1786986777.504,Socks,0,2,3608.5,0.277,0,0,0.434,0,4.0,1.000
1786986779.559,Socks,0,4,1538.0,0.650,0,0,0.788,1,5.0,1.000
1786986781.111,Alligator,0,5,1550.5,0.000,0,0,0.000,1,6.0,1.000
1786986783.685,Pen,1,6,2057.0,2.917,0,0,1.489,0,7.0,1.000
1786986785.232,Snail,1,0,1545.7,0.000,0,0,0.000,0,8.0,1.000
1786986787.293,Snail,1,1,1548.8,0.000,0,0,0.000,1,9.0,1.000
1786986789.355,Turtle,1,2,1549.0,0.646,0,0,0.785,0,10.0,1.000
1786986789.872,Snail,1,1,517.3,0.000,0,0,1.500,1,11.0,1.000
1786986790.901,Turtle,1,3,1028.6,0.000,0,0,1.500,1,12.0,1.000
1786986790.902,Pen,1,5,1029.6,0.000,0,0,0.000,1,13.0,1.000
1786986792.965,Turtle,1,2,1034.0,0.000,0,0,1.500,1,14.0,1.000
1786986793.476,Turtle,1,4,2059.0,0.000,0,0,0.000,1,15.0,1.000
1786986795.022,Turtle,1,2,1030.6,0.000,0,0,0.000,1,16.0,1.000
1786986795.539,Pen,1,5,1547.6,0.000,0,0,0.000,1,17.0,1.000
1786986798.120,Knot,2,6,1552.0,3.866,0,0,1.589,0,18.0,1.000
1786986799.660,Fifth,2,0,1538.4,0.000,0,0,0.000,0,19.0,1.000
1786986801.722,Fifth,2,1,1546.7,0.000,0,0,0.000,1,20.0,1.000
1786986803.785,Switch,2,5,1033.0,0.000,0,0,0.000,0,21.0,1.000
1786986806.877,Switch,2,5,1029.6,0.000,0,0,0.000,1,22.0,1.000
1786986815.123,Egg,3,2,2057.3,0.000,0,0,0.000,0,23.0,1.000
1786986816.667,Switch,2,3,1031.2,0.000,0,0,1.500,1,24.0,1.000
1786986819.248,Switch,2,4,1545.0,0.000,0,0,0.000,1,25.0,1.000
1786986821.311,Switch,2,5,1543.0,0.000,0,0,0.000,1,26.0,1.000
1786986823.372,Elephant,3,6,1034.2,0.000,0,0,0.000,0,27.0,1.000
1786986824.404,Elephant,3,6,519.7,11.545,0,0,1.841,1,28.0,1.000
1786986825.430,Cow,3,0,1025.0,0.000,0,0,0.000,0,29.0,1.000
1786986827.496,Cow,3,1,1550.0,0.000,0,0,0.000,1,30.0,1.000
1786986829.555,Egg,3,2,1545.5,0.000,0,0,0.000,1,30.0,1.000
1786986831.102,Elephant,3,5,1031.2,0.000,0,0,0.000,1,31.0,1.000
1786986831.102,Egg,3,3,1031.2,0.000,0,0,1.500,1,32.0,1.000
1786986835.223,Elephant,3,4,3604.9,0.277,0,0,1.934,1,31.0,1.000
1786986844.502,Frog,6,6,517.0,0.000,0,0,0.000,0,28.0,1.000
1786986846.046,House,4,6,1539.7,0.000,0,0,0.000,0,28.0,1.000
1786986848.621,House,4,6,2060.5,0.000,0,0,0.000,1,28.0,1.000
1786986859.452,Hen,4,0,2056.8,0.000,0,0,0.000,0,19.0,1.000
1786986871.312,Hen,4,1,2066.0,0.484,0,0,0.652,1,17.0,1.000
1786986875.955,Moon,4,2,4641.9,0.215,0,0,0.354,0,17.0,1.000
1786986876.470,Mat,5,4,514.5,1.943,0,0,1.321,0,17.0,1.000
1786986878.530,Moon,4,4,2059.5,0.486,0,0,2.154,1,18.0,1.000
1786986880.589,House,4,5,2059.0,0.000,0,0,0.000,1,18.0,1.000
1786986882.654,Scissors,5,6,1551.9,3.866,0,0,1.589,0,18.0,1.000
1786986884.199,Mango,5,0,1538.6,0.000,0,0,0.000,0,17.0,1.000
1786986886.258,Mango,5,1,1543.9,0.000,0,0,0.000,1,17.0,1.000
1786986887.806,Scissors,5,6,1032.0,0.000,0,0,0.000,1,17.0,1.000
1786986888.320,Mango,5,2,1547.0,0.000,0,0,1.500,1,18.0,1.000
1786986889.356,Mat,5,3,519.1,0.000,0,0,0.000,1,18.0,1.000
1786986890.388,Scissors,5,5,1031.5,0.000,0,0,0.000,1,19.0,1.000
1786986892.448,Mat,5,4,1548.0,0.000,0,0,1.500,1,18.0,1.000
1786986894.508,Scissors,5,5,1542.6,0.000,0,0,1.500,1,19.0,1.000
1786986897.089,Frog,6,6,1547.0,0.000,0,0,0.000,1,19.0,1.000
1786986899.145,Grape,6,0,1544.6,0.000,0,0,0.000,0,20.0,1.000
1786986901.210,Grape,6,1,1550.7,0.000,0,0,0.000,1,21.0,1.000
1786986903.784,Grape,6,2,1540.2,0.000,0,0,0.000,1,22.0,1.000
1786986905.847,Fog,6,3,1544.7,0.000,0,0,0.000,0,22.0,1.000
1786986907.910,Fog,6,4,1545.2,0.000,0,0,0.000,1,22.0,1.000
1786986909.970,Frog,6,5,1546.7,0.000,0,0,0.000,1,22.0,1.000
1786986911.516,Fog,6,4,1028.2,0.000,0,0,1.500,1,23.0,1.000
1786986913.582,Grape,6,2,1549.4,0.000,0,0,0.000,1,24.0,1.000
