timestamp,word,row,col,duration_ms,vel_mean,reversals,zero_crossings,difficulty,is_regression,wpm,path_efficiency
1787511367.553,Alligator,0,6,2579.4,2.326,0,0,1.399,0,1.0,1.000
1787511368.585,Ant,0,0,1032.7,0.000,0,0,0.000,0,2.0,1.000
1787511368.586,Pen,1,6,1033.7,0.000,0,0,0.000,0,3.0,1.000
1787511372.198,Pen,1,6,1549.1,0.000,0,0,0.000,1,4.0,1.000
1787511375.300,Ant,0,0,5682.5,0.352,1,0,1.521,1,5.0,0.000
1787511377.368,Socks,0,2,2067.4,0.000,0,0,0.000,0,6.0,1.000
1787511379.432,Ant,0,0,1031.5,0.000,0,0,1.500,1,7.0,1.000
1787511379.947,Socks,0,3,514.5,0.000,0,0,1.500,1,8.0,1.000
1787511380.463,Alligator,0,5,514.6,0.000,0,0,0.000,1,9.0,1.000
1787511381.499,Socks,0,2,1035.0,0.000,0,0,1.500,1,10.0,1.000
1787511386.661,Alligator,0,5,1032.9,0.968,0,0,2.484,1,11.0,1.000
1787511388.726,Socks,0,4,2065.4,0.484,0,0,2.152,1,12.0,1.000
1787511390.795,Alligator,0,5,2068.9,0.000,0,0,1.500,1,13.0,1.000
1787511392.858,Pen,1,6,2063.3,2.908,0,0,1.488,1,14.0,1.000
1787511394.411,Snail,1,0,1551.6,3.867,0,0,1.589,0,15.0,1.000
1787511394.927,Pen,1,6,516.4,0.000,0,0,1.500,1,16.0,1.000
1787511396.989,Snail,1,1,2061.4,0.000,0,0,1.500,1,17.0,1.000
1787511397.506,Pen,1,6,516.7,0.000,0,0,1.500,1,18.0,1.000
1787511399.567,Turtle,1,2,2060.6,0.000,0,0,0.000,0,19.0,1.000
1787511400.084,Pen,1,5,516.7,0.000,0,0,1.500,1,20.0,1.000
1787511401.117,Turtle,1,3,1033.0,0.000,0,0,1.500,1,21.0,1.000
1787511401.117,Pen,1,6,1033.0,0.000,0,0,1.500,1,22.0,1.000
1787511404.216,Turtle,1,4,2067.4,0.484,0,0,2.152,1,23.0,1.000
1787511406.282,Pen,1,5,2066.0,0.000,0,0,1.500,1,24.0,1.000
1787511408.344,Knot,2,6,2061.9,2.910,0,0,1.488,0,25.0,1.000
1787511411.445,Fifth,2,0,3100.1,0.645,0,0,0.784,0,26.0,1.000
1787511414.027,Switch,2,2,2581.9,1.162,0,0,1.075,0,27.0,1.000
1787511415.576,Switch,2,4,1035.0,0.000,0,0,0.000,1,28.0,1.000
1787511417.638,Switch,2,3,1034.9,0.000,0,0,0.000,1,29.0,1.000
1787511421.253,Switch,2,4,3099.9,0.323,0,0,0.488,1,30.0,1.000
1787511423.315,Elephant,3,6,1543.0,0.000,0,0,0.000,0,31.0,1.000
1787511425.381,Cow,3,0,1032.0,0.000,0,0,0.000,0,32.0,1.000
1787511427.447,Cow,3,1,1029.6,0.000,0,0,0.000,1,32.0,1.000
1787511428.480,Pen,1,6,1033.2,0.000,0,0,0.000,1,31.0,1.000
1787511430.033,Egg,3,2,1552.7,0.000,0,0,0.000,0,32.0,1.000
1787511432.098,Elephant,3,5,1034.0,0.000,0,0,0.000,1,32.0,1.000
1787511434.677,Egg,3,3,1546.0,0.000,0,0,1.500,1,33.0,1.000
1787511434.677,Elephant,3,5,1546.0,0.000,0,0,1.500,1,34.0,1.000
1787511437.777,Elephant,3,4,1034.3,0.000,0,0,0.000,1,33.0,1.000
1787511440.359,Elephant,3,5,2067.8,0.000,0,0,0.000,1,31.0,1.000
1787511440.360,Elephant,3,6,1035.4,0.000,0,0,0.000,1,32.0,1.000
1787511451.199,House,4,6,1546.3,3.880,0,0,1.590,0,29.0,1.000
1787511454.296,Hen,4,0,3097.0,0.646,0,0,0.785,0,27.0,1.000
1787511454.815,Mango,5,2,1036.0,0.000,0,0,0.000,0,28.0,1.000
1787511456.361,House,4,5,1032.0,0.000,0,0,0.000,1,28.0,1.000
1787511460.495,Moon,4,2,6199.0,0.807,2,0,2.893,0,26.0,0.600
1787511462.563,House,4,5,2067.0,0.000,0,0,1.500,1,25.0,1.000
1787511465.144,Scissors,5,6,1550.0,3.871,0,0,1.589,0,25.0,1.000
1787511466.694,Mango,5,0,1550.1,0.000,0,0,0.000,1,25.0,1.000
1787511470.306,Mango,5,1,3097.2,0.323,0,0,0.488,1,25.0,1.000
1787511477.019,Mat,5,3,2578.5,0.388,0,0,0.559,0,22.0,1.000
1787511479.083,Pen,1,6,1032.9,0.000,0,0,0.000,1,23.0,1.000
1787511479.083,Scissors,5,5,1549.5,0.000,0,0,0.000,1,24.0,1.000
1787511481.150,Frog,6,6,2066.4,2.904,0,0,1.488,0,24.0,1.000
1787511482.697,Grape,6,0,1545.8,0.000,0,0,0.000,0,25.0,1.000
1787511486.309,Grape,6,1,3097.2,0.646,0,0,0.785,1,24.0,1.000
1787511488.898,Fog,6,3,2588.7,0.773,0,0,0.872,0,23.0,1.000
1787511490.447,Frog,6,5,1549.0,0.000,0,0,0.000,1,23.0,1.000
1787511494.060,Pen,1,6,1033.1,0.000,0,0,0.000,1,21.0,1.000
