timestamp,word,row,col,duration_ms,vel_mean,reversals,zero_crossings,difficulty,is_regression,wpm,path_efficiency
1786721680.086,Elephant,3,6,511.9,0.000,0,0,0.000,0,1.0,1.000
1786721682.142,Alligator,0,5,1023.0,0.000,0,0,0.000,0,2.0,1.000
1786721683.687,Alligator,0,6,3601.0,1.666,0,0,1.250,1,3.0,1.000
1786721683.688,Elephant,3,6,1030.1,0.000,0,0,0.000,1,4.0,1.000
1786721686.262,Ant,0,0,2573.9,0.000,0,0,0.000,0,5.0,1.000
1786721695.013,Ant,0,1,3089.2,0.324,0,0,0.489,1,6.0,1.000
1786721696.043,Egg,3,2,1029.5,0.000,0,0,0.000,0,7.0,1.000
1786721697.072,Socks,0,2,2058.0,0.000,0,0,0.000,0,8.0,1.000
1786721697.587,Turtle,1,3,510.3,1.960,0,0,1.324,0,9.0,1.000
1786721698.101,Alligator,0,6,1024.2,0.000,0,0,0.000,1,10.0,1.000
1786721701.705,Socks,0,3,4117.0,0.486,0,0,0.654,1,11.0,1.000
1786721704.280,Alligator,0,5,2574.4,0.000,0,0,1.500,1,12.0,1.000
1786721706.859,Pen,1,6,2063.0,0.000,0,0,0.000,0,13.0,1.000
1786721707.372,Turtle,1,2,511.4,0.000,0,0,0.000,1,14.0,1.000
1786721711.489,Snail,1,0,4117.0,0.243,0,0,0.391,0,15.0,1.000
1786721712.002,Switch,2,2,512.0,1.953,0,0,1.323,0,16.0,1.000
1786721718.180,Turtle,1,2,6177.3,0.486,0,0,0.654,1,17.0,1.000
1786721721.277,Pen,1,5,3095.7,0.323,0,0,0.488,1,18.0,1.000
1786721721.785,Elephant,3,6,508.8,1.965,0,0,1.326,1,19.0,1.000
1786721722.302,Switch,2,5,1025.0,0.000,0,0,0.000,1,20.0,1.000
1786721723.845,Knot,2,6,2058.2,2.915,0,0,1.489,0,21.0,1.000
1786721725.907,Switch,2,5,2061.9,0.000,0,0,1.500,1,22.0,1.000
1786721726.419,Fifth,2,0,2574.5,0.000,0,0,0.000,0,23.0,1.000
