timestamp,word,row,col,duration_ms,vel_mean,reversals,zero_crossings,difficulty,is_regression,wpm,path_efficiency
1786722861.617,Egg,3,3,769.1,0.000,0,0,0.000,0,1.0,1.000
1786722861.617,House,4,5,769.7,0.000,0,0,0.000,0,2.0,1.000
1786722864.704,Pen,1,6,1031.4,0.000,0,0,0.000,0,3.0,1.000
1786722887.365,Alligator,0,5,1031.8,0.000,0,0,0.000,0,4.0,1.000
1786722888.394,Alligator,0,6,2061.1,0.000,0,0,0.000,1,5.0,1.000
1786722894.062,Ant,0,0,5153.8,0.388,0,0,0.559,0,6.0,1.000
1786722898.696,Switch,2,3,1032.4,0.000,0,0,0.000,0,7.0,1.000
1786722900.242,Socks,0,2,6178.3,0.162,0,0,0.279,0,8.0,1.000
1786722900.757,Alligator,0,5,510.3,1.960,0,0,1.324,1,9.0,1.000
1786722901.272,Socks,0,4,514.5,1.944,0,0,2.821,1,10.0,1.000
1786722902.822,Alligator,0,5,1549.0,0.000,0,0,1.500,1,11.0,1.000
1786722903.338,Alligator,0,6,3091.8,0.000,0,0,0.000,1,12.0,1.000
1786722904.880,Alligator,0,6,1032.5,0.000,0,0,0.000,1,13.0,1.000
1786722906.428,Socks,0,4,2580.4,0.388,0,0,0.559,1,14.0,1.000
1786722908.485,Alligator,0,5,2056.5,0.000,0,0,1.500,1,15.0,1.000
1786722908.999,Turtle,1,4,514.1,1.945,0,0,1.321,0,16.0,1.000
1786722910.030,Ant,0,0,1030.0,0.000,0,0,0.000,1,17.0,1.000
1786722911.578,Socks,0,4,2577.9,0.388,0,0,0.559,1,18.0,1.000
1786722911.579,Switch,2,4,1547.9,0.000,0,0,0.000,1,19.0,1.000
1786722912.607,Alligator,0,6,1028.0,0.000,0,0,0.000,1,20.0,1.000
1786722914.156,Alligator,0,5,2577.0,0.000,0,0,0.000,1,21.0,1.000
1786722917.248,Pen,1,5,1547.0,0.000,0,0,0.000,1,22.0,1.000
1786722917.760,Pen,1,6,2573.2,2.332,0,0,1.400,1,23.0,1.000
1786722920.337,Snail,1,0,2576.0,2.329,0,0,1.399,0,24.0,1.000
1786722921.366,Pen,1,5,1028.3,0.000,0,0,1.500,1,23.0,1.000
1786722922.396,Pen,1,6,2058.1,2.915,0,0,1.489,1,24.0,1.000
1786722924.457,Pen,1,5,2058.6,0.000,0,0,0.000,1,24.0,1.000
1786722924.973,Snail,1,0,2574.4,0.000,0,0,0.000,1,25.0,1.000
1786722927.555,Pen,1,5,1035.2,0.000,0,0,1.500,1,26.0,1.000
1786722928.578,Snail,1,1,2058.8,0.486,0,0,2.154,1,27.0,1.000
1786722934.761,Turtle,1,2,6182.1,0.485,0,0,0.653,1,28.0,1.000
1786722935.275,Snail,1,0,512.0,11.720,0,0,3.343,1,29.0,1.000
1786722936.317,Pen,1,6,1041.3,0.000,0,0,0.000,1,30.0,1.000
1786722936.831,Pen,1,5,2067.3,0.484,0,0,0.652,1,31.0,1.000
1786722938.883,Turtle,1,4,2051.2,0.488,0,0,0.655,1,32.0,1.000
1786722940.947,Pen,1,5,2055.9,0.000,0,0,1.500,1,33.0,1.000
1786722941.463,Snail,1,1,2572.0,0.000,0,0,0.000,1,34.0,1.000
1786722943.524,Switch,2,5,1545.7,0.000,0,0,0.000,1,35.0,1.000
1786722944.037,Knot,2,6,2058.7,2.914,0,0,1.489,0,36.0,1.000
1786722945.583,Mango,5,0,1027.0,0.000,0,0,0.000,0,37.0,1.000
1786722947.647,Fifth,2,0,3609.0,0.277,0,0,0.434,0,37.0,1.000
1786722949.188,Switch,2,5,1029.6,0.000,0,0,0.000,1,37.0,1.000
1786722949.709,Knot,2,6,2060.7,0.000,0,0,0.000,1,38.0,1.000
1786722953.316,Fifth,2,0,1033.1,0.000,0,0,0.000,1,39.0,1.000
1786722957.437,Switch,2,2,7727.0,0.518,1,0,1.682,1,39.0,0.500
1786722957.948,Elephant,3,5,510.5,1.959,0,0,1.324,0,40.0,1.000
1786722958.982,Fifth,2,1,1032.8,0.000,0,0,0.000,1,40.0,1.000
1786722960.012,Switch,2,5,2062.8,0.000,0,0,0.000,1,39.0,1.000
1786722961.553,Elephant,3,6,1540.2,3.896,0,0,1.591,1,39.0,1.000
1786722961.554,Elephant,3,5,1031.0,0.000,0,0,0.000,1,40.0,1.000
1786722963.098,Egg,3,3,1032.0,0.000,0,0,0.000,1,39.0,1.000
1786722964.647,Elephant,3,5,1032.3,0.000,0,0,1.500,1,39.0,1.000
1786722966.705,Elephant,3,5,1546.6,0.000,0,0,0.000,1,39.0,1.000
1786722968.771,Cow,3,0,7216.8,0.554,2,0,2.713,0,39.0,0.500
1786722969.285,Ant,0,1,1032.3,0.000,0,0,0.000,1,39.0,1.000
1786722970.316,Elephant,3,5,1030.2,0.000,0,0,0.000,1,39.0,1.000
1786722971.345,Mat,5,3,1028.7,0.000,0,0,0.000,0,38.0,1.000
1786722972.889,Mango,5,2,1028.0,0.000,0,0,0.000,1,38.0,1.000
1786722973.924,Turtle,1,2,1035.0,0.000,0,0,0.000,1,39.0,1.000
1786722974.951,Egg,3,2,6178.9,0.647,2,0,2.786,1,39.0,0.500
1786722976.499,Elephant,3,4,1547.0,0.000,0,0,0.000,1,40.0,1.000
1786722977.012,House,4,5,513.0,1.949,0,0,1.322,1,39.0,1.000
1786722978.556,Elephant,3,5,1543.7,0.648,0,0,2.286,1,40.0,1.000
1786722978.558,Elephant,3,6,1545.0,0.000,0,0,0.000,1,41.0,1.000
1786722980.105,Pen,1,6,514.0,0.000,0,0,0.000,1,41.0,1.000
1786722980.620,House,4,5,515.2,0.000,0,0,0.000,1,42.0,1.000
1786722981.142,House,4,5,2584.7,2.708,1,0,2.461,1,42.0,0.714
1786722981.143,Grape,6,0,522.6,0.000,0,0,0.000,0,43.0,1.000
1786722981.657,Fifth,2,0,513.9,0.000,0,0,0.000,1,44.0,1.000
1786722982.169,Ant,0,0,511.9,0.000,0,0,0.000,1,44.0,1.000
1786722983.199,Fifth,2,0,1029.6,0.000,0,0,1.500,1,45.0,1.000
1786722984.230,Hen,4,0,3086.2,0.648,0,0,0.786,0,44.0,1.000
1786722984.746,Snail,1,1,1033.3,0.000,0,0,0.000,1,45.0,1.000
1786722986.293,Switch,2,2,1027.4,0.000,0,0,0.000,1,46.0,1.000
1786722986.803,Socks,0,3,509.0,0.000,0,0,0.000,1,47.0,1.000
1786722987.834,House,4,5,1031.0,0.000,0,0,0.000,1,47.0,1.000
1786722989.381,Moon,4,2,5149.9,0.583,0,0,0.736,0,47.0,1.000
1786722989.896,Frog,6,5,1030.0,0.000,0,0,0.000,0,48.0,1.000
1786722991.444,House,4,5,2062.0,0.485,0,0,0.653,1,49.0,1.000
1786722991.445,Moon,4,3,1034.4,0.000,0,0,0.000,1,50.0,1.000
1786722992.472,Scissors,5,6,1027.0,0.000,0,0,0.000,0,51.0,1.000
1786722992.986,Knot,2,6,513.0,0.000,0,0,0.000,1,52.0,1.000
1786722993.499,Scissors,5,5,2054.2,3.408,1,0,4.046,1,53.0,0.714
1786722993.500,Grape,6,0,514.2,0.000,0,0,0.000,1,54.0,1.000
1786722994.018,Ant,0,0,518.2,0.000,0,0,0.000,1,54.0,1.000
1786722994.531,Scissors,5,5,513.1,1.949,0,0,1.322,1,55.0,1.000
1786722995.050,House,4,5,518.0,0.000,0,0,0.000,1,55.0,1.000
1786722995.561,Fifth,2,1,510.6,1.959,0,0,1.324,1,56.0,1.000
1786722996.595,Snail,1,1,1033.1,0.000,0,0,0.000,1,55.0,1.000
1786722997.111,Mango,5,0,3611.0,0.554,0,0,0.713,1,56.0,1.000
1786722997.627,Pen,1,6,515.0,1.942,0,0,1.320,1,57.0,1.000
